Sequence_name,Location,State,Region,Country,latitude,longitude,Year,Study
DENV2|KY474331|00166-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474313|00127-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474329|00149-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474310|TD-00080-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474311|TD-00079-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474332|TD-00077-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474317|TD-00021-S|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474320|TD-00093-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474316|00155-P|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KY474321|TD-00057-P-2WK|Ecuador_Machala|2014,Machala,Machala,SouthAmerica,Ecuador,-3.2666667,-79.9666667,2014,Others
DENV2|KC294216|DENV-2_PE_FSL699_2002|Peru_Iquitos|2002-02-06,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2002,Others
DENV2|KC294222|DENV-2_PE_NFI_52_2002|Peru_Iquitos|2002-03-22,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2002,Others
DENV2|KC294200|DENV-2_PE_FMD1337_2007|Peru_Puerto_Maldonado|2007-03-28,Puerto Maldonado,Peru,SouthAmerica,Peru,-12.5938633,-69.1866773,2007,Others
DENV2|KC294201|DENV-2_PE_FMD2303_2009|Peru_Puerto_Maldonado|2009-02-13,Puerto Maldonado,Peru,SouthAmerica,Peru,-12.5938633,-69.1866773,2009,Others
DENV2|KC294202|DENV-2_PE_FPI00073_2010|Peru_Iquitos|2010-12-13,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294203|DENV-2_PE_FPI00154_2010|Peru_Iquitos|2010-12-29,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294219|DENV-2_PE_IQA_1995_2010|Peru_Iquitos|2010-10-21,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294223|DENV-2_PE_NFI1159_2010|Peru_Iquitos|2010-10-19,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294220|DENV-2_PE_IQA_2042_2010|Peru_Iquitos|2010-11-04,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294221|DENV-2_PE_IQA_2080_2010|Peru_Iquitos|2010-11-16,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2010,Others
DENV2|KC294215|DENV-2_PE_FPY00016_2010|Peru_Yurimaguas|2010-12-22,Yurimaguas,Peru,SouthAmerica,Peru,-9.2006928,-76.0732161,2010,Others
DENV2|KC294217|DENV-2_PE_FSL_4862_2010|Peru_Yurimaguas|2010-11-22,Yurimaguas,Peru,SouthAmerica,Peru,-9.2006928,-76.0732161,2010,Others
DENV2|KC294209|DENV-2_PE_FPI01399_2011|Peru_Iquitos|2011-03-01,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294204|DENV-2_PE_FPI00174_2011|Peru_Iquitos|2011-01-03,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294208|DENV-2_PE_FPI01345_2011|Peru_Iquitos|2011-02-23,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294213|DENV-2_PE_FPI01851_2011|Peru_Iquitos|2011-04-29,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294218|DENV-2_PE_IDA_1081_2011|Peru_Iquitos|2011-01-24,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294211|DENV-2_PE_FPI01695_2011|Peru_Iquitos|2011-04-04,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294210|DENV-2_PE_FPI1617_2011|Peru_Iquitos|2011-03-23,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294214|DENV-2_PE_FPI01915_2011|Peru_Iquitos|2011-05-11,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294212|DENV-2_PE_FPI01777_2011|Peru_Iquitos|2011-04-24,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294205|DENV-2_PE_FPI0492_2011|Peru_Iquitos|2011-01-18,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294207|DENV-2_PE_FPI01202_2011|Peru_Iquitos|2011-02-11,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|KC294206|DENV-2_PE_FPI1049_2011|Peru_Iquitos|2011-02-07,Iquitos,Peru,SouthAmerica,Peru,-3.749365,-73.2444145,2011,Others
DENV2|GQ868552|DENV-2_CO_BID-V3368_1998|Colombia_Santander|1998,Santander,Santander,SouthAmerica,Colombia,7.0000085,-73.2500086,1998,Others
DENV2|EU920838|SUR-Aug-05|Suriname|2005-08,Suriname,Suriname,SouthAmerica,Suriname,4.1413025,-56.0771187,2005,Others
DENV2|EU920842|SUR-Oct-05|Suriname|2005-10,Suriname,Suriname,SouthAmerica,Suriname,4.1413025,-56.0771187,2005,Others
DENV2|GQ868540|DENV-2_VE_BID-V3496_1990|Venezuela_Maracay|1990,Maracay,Venezuela,SouthAmerica,Venezuela,10.2514,-67.6017,1990,Others
DENV2|GQ868541|DENV-2_VE_BID-V3497_1991|Venezuela_Aragua|1991,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,1991,Others
DENV2|GQ868595|DENV-2_VE_BID-V3362_1991|Venezuela|1991,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,1991,Others
DENV2|GQ868596|DENV-2_VE_BID-V3363_1991|Venezuela|1991,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,1991,Others
DENV2|GQ868597|DENV-2_VE_BID-V3364_1991|Venezuela|1991,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,1991,Others
DENV2|GQ868598|DENV-2_VE_BID-V3365_1991|Venezuela|1991,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,1991,Others
DENV2|EU687220|DENV-2_VE_BID-V1456_1996|Venezuela_Aragua|1996,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,1996,Others
DENV2|EU726775|DENV-2_VE_BID-V1457_1996|Venezuela_Aragua|1996,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,1996,Others
DENV2|FJ898465|DENV-2_VE_BID-V2941_1998|Venezuela_Aragua|1998,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,1998,Others
DENV2|FJ898466|DENV-2_VE_BID-V2942_2000|Venezuela_Aragua|2000,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2000,Others
DENV2|JN819408|DENV-2_VE_BID-V2161_2001|Venezuela_Aragua|2001,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2001,Others
DENV2|FJ639783|DENV-2_VE_BID-V2216_2003|Venezuela_Aragua|2003,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2003,Others
DENV2|FJ639734|DENV-2_VE_BID-V2160_2003|Venezuela_Aragua|2003,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2003,Others
DENV2|FJ639788|DENV-2_VE_BID-V2221_2004|Venezuela_Aragua|2004,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2004,Others
DENV2|FJ850112|DENV-2_VE_BID-V2424_2004|Venezuela_District_Federal_Caracas|2004,Caracas,Venezuela,SouthAmerica,Venezuela,10.5061,-66.9146,2004,Others
DENV2|FJ898467|DENV-2_VE_BID-V2944_2005|Venezuela_Aragua|2005,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2005,Others
DENV2|FJ639733|DENV-2_VE_BID-V2159_2005|Venezuela_Aragua|2005,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2005,Others
DENV2|FJ639809|DENV-2_VE_BID-V2246_2005|Venezuela_Aragua|2005,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2005,Others
DENV2|FJ639732|DENV-2_VE_BID-V2158_2005|Venezuela_Aragua|2005,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2005,Others
DENV2|FJ639822|DENV-2_VE_BID-V2262_2006|Venezuela_Aragua|2006,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2006,Others
DENV2|HQ332184|VE_61069_2006|Venezuela|2006,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2006,Others
DENV2|EU482607|DENV-2_VE_BID-V1107_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|KF955346|DENV-2_VE_BID-V2473_2007|Venezuela|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|EU482604|DENV-2_VE_BID-V1095_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|EU482606|DENV-2_VE_BID-V1105_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|EU482608|DENV-2_VE_BID-V1111_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|FJ850105|DENV-2_VE_BID-V2470_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|GQ868641|DENV-2_VE_BID-V1144_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|EU482605|DENV-2_VE_BID-V1104_2007|Venezuela_Aragua|2007,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2007,Others
DENV2|JN819407|DENV-2_VE_BID-V2613_2007|Venezuela_Merida|2007,Merida,Venezuela,SouthAmerica,Venezuela,8.59741,-71.1444,2007,Others
DENV2|HQ332185|VE_61082_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|HQ332187|VE_61133_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|HQ332190|VE_61095_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|KF955385|DENV-2_VE_BID-V2471_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|HQ332189|VE_61154_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|HQ332186|VE_61115_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|HQ332188|VE_61136_2007|Venezuela|2007,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2007,Others
DENV2|FJ850107|DENV-2_VE_BID-V2477_2008|Venezuela_Aragua|2008,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2008,Others
DENV2|FJ850106|DENV-2_VE_BID-V2476_2008|Venezuela_Aragua|2008,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2008,Others
DENV2|FJ850108|DENV-2_VE_BID-V2478_2008|Venezuela_Aragua|2008,Aragua,Venezuela,SouthAmerica,Venezuela,10,-67.166667,2008,Others
MH069499.1|DENV2|VE/IDAMS/910105|Venezuela|2015-08-22,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2015,Others
MH069498.1|DENV2|VE/IDAMS/910121|Venezuela|2015-10-06,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2015,Others
MH069497.1|DENV2|VE/IDAMS/921095|Venezuela|2015-10-17,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2015,Others
MH069496.1|DENV2|VE/IDAMS/921096|Venezuela|2015-10-26,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2015,Others
MH069495.1|DENV2|VE/IDAMS/921099|Venezuela|2015-10-14,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2015,Others
MH215277.1|DENV2|HomoSapiens/VEN-HUPAZ-1|Venezuela|2016,Venezuela,Venezuela,SouthAmerica,Venezuela,8.0018709,-66.1109318,2016,Others
